n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,57,24,87,97,46,50,25,51,30,59,35,53,13,53,98,72,78,44,60,10);
d[1]=IloIntArray(env, n+1,38,5000000,75,94,89,92,63,30,46,15,53,27,56,15,91,83,16,70,10,63,58);
d[2]=IloIntArray(env, n+1,94,60,5000000,40,86,43,78,60,73,13,61,65,54,78,71,76,91,53,65,50,64);
d[3]=IloIntArray(env, n+1,93,19,32,5000000,64,37,35,43,74,22,34,38,95,90,84,21,12,80,94,38,69);
d[4]=IloIntArray(env, n+1,75,90,16,31,5000000,54,45,81,64,55,32,29,39,74,47,46,20,27,86,70,64);
d[5]=IloIntArray(env, n+1,77,95,17,13,93,5000000,86,33,82,23,76,13,54,63,11,11,51,86,62,44,87);
d[6]=IloIntArray(env, n+1,98,74,45,29,12,51,5000000,28,69,94,56,23,45,63,21,50,74,92,77,21,34);
d[7]=IloIntArray(env, n+1,18,76,87,54,73,99,94,5000000,96,46,95,72,67,25,42,98,59,19,44,94,40);
d[8]=IloIntArray(env, n+1,36,11,12,73,33,31,39,61,5000000,15,30,68,66,67,33,80,33,85,30,52,23);
d[9]=IloIntArray(env, n+1,44,31,33,56,68,22,84,50,82,5000000,96,21,22,92,68,21,96,24,65,60,83);
d[10]=IloIntArray(env, n+1,97,97,59,74,58,98,40,80,15,13,5000000,78,21,65,38,55,34,68,62,53,12);
d[11]=IloIntArray(env, n+1,96,70,26,86,46,92,11,72,18,46,37,5000000,67,71,56,87,90,24,86,77,95);
d[12]=IloIntArray(env, n+1,69,63,68,76,57,35,98,60,65,77,93,50,5000000,78,74,20,32,30,11,53,52);
d[13]=IloIntArray(env, n+1,72,47,41,40,86,36,60,98,62,18,42,67,41,5000000,57,47,60,50,38,20,42);
d[14]=IloIntArray(env, n+1,83,99,91,83,10,57,29,80,67,13,67,75,40,21,5000000,13,71,93,14,43,30);
d[15]=IloIntArray(env, n+1,41,81,85,43,12,62,31,69,23,43,30,20,41,27,45,5000000,78,41,84,44,54);
d[16]=IloIntArray(env, n+1,67,50,89,19,74,45,24,40,31,28,11,58,15,13,31,76,5000000,65,21,96,11);
d[17]=IloIntArray(env, n+1,41,71,45,39,88,12,96,13,70,65,83,42,82,38,11,76,56,5000000,35,78,72);
d[18]=IloIntArray(env, n+1,56,57,12,89,99,68,84,61,89,10,47,74,50,70,26,68,27,47,5000000,33,72);
d[19]=IloIntArray(env, n+1,57,87,92,66,34,44,54,53,28,39,27,48,33,20,21,18,75,79,39,5000000,34);
d[20]=IloIntArray(env, n+1,37,32,81,99,25,25,78,65,39,46,23,92,47,93,64,48,18,83,87,71,5000000);
q=IloIntArray(env, n+1,0,71,55,50,45,60,30,52,10,93,65,38,28,87,38,64,85,40,59,54,74);
C=IloIntArray(env, m,301,337,302,316,271,271,325,325,330,332);
