n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,59,11,51,94,89,20,28,51,22,48,48,95,54,79,17,75,42,96,64,24);
d[1]=IloIntArray(env, n+1,97,5000000,14,75,43,40,45,45,20,37,61,50,12,80,89,97,67,76,88,40,92);
d[2]=IloIntArray(env, n+1,94,91,5000000,35,62,29,14,42,47,79,59,17,51,74,77,40,68,57,31,16,13);
d[3]=IloIntArray(env, n+1,81,29,18,5000000,62,32,41,26,71,74,11,43,59,78,45,17,70,66,89,46,46);
d[4]=IloIntArray(env, n+1,53,67,59,46,5000000,35,71,70,87,39,40,26,64,80,68,13,74,17,93,13,14);
d[5]=IloIntArray(env, n+1,30,82,58,29,83,5000000,43,27,61,34,65,25,64,63,52,67,51,26,38,13,38);
d[6]=IloIntArray(env, n+1,53,41,57,61,28,20,5000000,89,70,16,50,47,89,20,95,71,11,54,10,99,24);
d[7]=IloIntArray(env, n+1,30,28,85,51,19,82,44,5000000,70,94,50,26,55,30,80,46,54,52,83,24,18);
d[8]=IloIntArray(env, n+1,77,34,68,91,36,85,27,34,5000000,45,31,76,17,18,81,87,32,52,46,10,60);
d[9]=IloIntArray(env, n+1,50,77,53,85,45,22,26,10,61,5000000,40,95,93,73,10,60,78,94,75,63,46);
d[10]=IloIntArray(env, n+1,43,55,76,37,27,22,58,41,97,75,5000000,70,18,72,98,91,75,84,50,76,28);
d[11]=IloIntArray(env, n+1,20,88,32,82,13,24,72,26,86,85,16,5000000,52,45,45,69,83,69,44,40,74);
d[12]=IloIntArray(env, n+1,60,57,93,87,64,65,73,11,51,55,69,18,5000000,61,48,27,82,63,17,56,33);
d[13]=IloIntArray(env, n+1,42,54,68,11,29,87,12,66,23,48,47,23,63,5000000,69,86,57,20,38,96,71);
d[14]=IloIntArray(env, n+1,11,66,56,19,63,66,17,81,29,99,30,41,96,30,5000000,63,89,10,82,27,73);
d[15]=IloIntArray(env, n+1,83,50,73,16,66,81,71,19,59,23,22,51,29,25,60,5000000,52,12,79,55,98);
d[16]=IloIntArray(env, n+1,30,41,92,84,69,23,37,95,56,19,59,64,55,99,11,90,5000000,58,68,46,32);
d[17]=IloIntArray(env, n+1,66,10,47,51,23,94,87,62,20,34,49,84,74,85,76,59,39,5000000,48,15,71);
d[18]=IloIntArray(env, n+1,99,21,80,55,74,25,56,78,13,89,99,72,98,13,22,31,50,59,5000000,30,78);
d[19]=IloIntArray(env, n+1,49,71,71,87,24,47,13,17,36,60,97,57,37,19,58,66,31,30,74,5000000,67);
d[20]=IloIntArray(env, n+1,48,44,21,57,33,83,63,50,27,20,45,67,92,39,56,57,17,13,99,49,5000000);
q=IloIntArray(env, n+1,0,35,71,56,51,32,39,44,58,39,46,32,24,60,20,25,14,89,59,81,17);
C=IloIntArray(env, m,320,284,284,299,275,317,278,312,277,288);
