n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,11,83,40,61,97,95,48,61,33,53,53,41,37,70,63,21,13,76,32,36);
d[1]=IloIntArray(env, n+1,74,5000000,32,69,31,95,35,47,90,53,17,15,24,94,51,19,64,21,45,54,92);
d[2]=IloIntArray(env, n+1,19,18,5000000,82,10,28,47,56,15,37,20,99,63,33,70,83,42,82,75,97,15);
d[3]=IloIntArray(env, n+1,72,78,83,5000000,80,89,70,33,36,87,54,22,29,41,83,64,40,49,10,44,88);
d[4]=IloIntArray(env, n+1,32,16,98,17,5000000,84,31,53,94,28,11,68,16,29,79,40,79,64,99,48,27);
d[5]=IloIntArray(env, n+1,49,42,74,94,15,5000000,32,96,31,18,60,89,92,32,31,80,21,22,14,11,78);
d[6]=IloIntArray(env, n+1,72,98,91,18,96,21,5000000,72,21,98,22,78,70,28,67,77,93,99,23,98,66);
d[7]=IloIntArray(env, n+1,87,63,65,56,68,54,17,5000000,76,87,53,54,42,14,58,29,52,90,24,31,74);
d[8]=IloIntArray(env, n+1,31,97,23,33,31,33,15,92,5000000,87,73,33,30,39,48,50,60,65,14,36,35);
d[9]=IloIntArray(env, n+1,52,76,83,47,62,78,65,96,44,5000000,76,30,89,48,97,15,51,20,76,29,37);
d[10]=IloIntArray(env, n+1,88,97,52,25,16,35,37,75,34,92,5000000,45,95,34,28,74,38,79,16,44,22);
d[11]=IloIntArray(env, n+1,31,24,54,17,36,64,67,47,65,34,25,5000000,80,55,12,65,53,15,95,69,78);
d[12]=IloIntArray(env, n+1,28,64,92,94,71,66,40,69,10,82,52,83,5000000,75,96,26,29,16,50,16,67);
d[13]=IloIntArray(env, n+1,32,27,10,41,61,79,10,37,27,38,35,54,67,5000000,51,45,29,23,59,75,15);
d[14]=IloIntArray(env, n+1,14,28,65,69,49,59,78,50,38,41,45,36,98,15,5000000,83,21,35,87,65,50);
d[15]=IloIntArray(env, n+1,98,24,77,90,97,16,79,85,88,75,92,28,77,11,33,5000000,78,66,55,24,10);
d[16]=IloIntArray(env, n+1,50,12,66,40,54,32,71,53,74,29,94,85,74,65,73,23,5000000,57,97,81,31);
d[17]=IloIntArray(env, n+1,81,65,47,19,15,69,96,35,56,32,25,26,40,50,21,97,43,5000000,55,28,65);
d[18]=IloIntArray(env, n+1,55,85,67,84,56,24,12,16,27,18,46,58,86,45,33,26,96,39,5000000,61,34);
d[19]=IloIntArray(env, n+1,88,38,71,32,18,98,79,43,49,62,54,20,11,65,18,82,45,60,32,5000000,51);
d[20]=IloIntArray(env, n+1,38,46,44,64,66,99,22,94,28,67,45,76,48,62,77,24,32,31,55,17,5000000);
q=IloIntArray(env, n+1,0,65,66,52,68,95,38,59,59,62,95,86,79,24,53,92,97,35,94,46,36);
C=IloIntArray(env, m,304,277,286,284,309,325,284,331,294,295);
