n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,32,53,78,74,37,92,37,18,21,91,16,24,15,82,31,20,98,48,33,54);
d[1]=IloIntArray(env, n+1,89,5000000,64,80,34,90,44,74,24,77,72,74,70,90,11,51,91,16,94,20,84);
d[2]=IloIntArray(env, n+1,15,76,5000000,77,10,23,84,21,60,77,50,72,14,48,39,92,15,41,40,45,58);
d[3]=IloIntArray(env, n+1,89,12,48,5000000,47,76,51,63,99,31,22,81,94,42,79,77,40,83,37,81,81);
d[4]=IloIntArray(env, n+1,44,14,72,60,5000000,93,28,21,79,72,22,73,49,28,10,13,34,95,27,59,72);
d[5]=IloIntArray(env, n+1,44,78,15,40,24,5000000,50,53,74,95,19,38,32,10,66,29,66,51,30,39,71);
d[6]=IloIntArray(env, n+1,60,61,21,56,35,83,5000000,73,49,49,47,36,95,23,47,58,28,28,47,42,43);
d[7]=IloIntArray(env, n+1,72,88,93,69,37,47,18,5000000,78,97,77,48,66,98,58,30,77,11,98,39,55);
d[8]=IloIntArray(env, n+1,67,44,81,45,40,85,94,22,5000000,43,42,89,93,75,17,78,90,58,85,67,96);
d[9]=IloIntArray(env, n+1,63,45,58,46,92,64,57,97,17,5000000,71,93,31,85,79,13,86,31,37,81,88);
d[10]=IloIntArray(env, n+1,67,72,69,57,73,85,51,95,86,60,5000000,50,89,33,14,54,61,62,35,62,20);
d[11]=IloIntArray(env, n+1,17,87,23,72,57,84,93,42,34,96,58,5000000,73,54,74,29,48,79,66,16,38);
d[12]=IloIntArray(env, n+1,37,20,65,58,85,50,10,24,61,38,43,98,5000000,33,34,22,46,72,58,67,21);
d[13]=IloIntArray(env, n+1,25,52,93,89,64,76,51,59,37,28,38,67,26,5000000,13,41,65,24,10,36,61);
d[14]=IloIntArray(env, n+1,66,16,83,73,49,31,48,61,17,92,55,57,90,84,5000000,68,14,79,73,78,35);
d[15]=IloIntArray(env, n+1,43,11,34,74,86,61,20,29,44,79,96,17,69,56,12,5000000,58,92,22,87,83);
d[16]=IloIntArray(env, n+1,70,65,64,73,90,38,74,91,62,91,84,35,37,21,62,11,5000000,30,61,19,81);
d[17]=IloIntArray(env, n+1,84,37,40,47,31,66,98,90,74,60,37,90,19,89,91,64,42,5000000,41,34,43);
d[18]=IloIntArray(env, n+1,45,55,50,18,25,90,75,10,56,51,84,96,49,84,76,98,26,40,5000000,10,42);
d[19]=IloIntArray(env, n+1,78,26,37,22,90,26,92,86,49,74,57,77,92,35,33,78,42,57,27,5000000,15);
d[20]=IloIntArray(env, n+1,67,39,69,87,55,47,78,76,31,88,16,87,92,41,72,21,11,39,28,51,5000000);
q=IloIntArray(env, n+1,0,26,11,13,40,13,61,15,30,89,48,22,77,14,99,48,82,83,87,36,93);
C=IloIntArray(env, m,311,328,272,316,319,272,291,283,313,310);
