n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,25,64,44,75,28,83,54,92,65,50,87,62,82,45,81,99,62,47,93,28);
d[1]=IloIntArray(env, n+1,96,5000000,78,96,40,76,38,62,53,12,17,57,27,27,48,61,26,82,93,28,46);
d[2]=IloIntArray(env, n+1,74,85,5000000,34,68,67,45,68,24,65,32,42,29,91,21,42,85,59,93,57,94);
d[3]=IloIntArray(env, n+1,70,74,91,5000000,57,18,45,91,94,40,93,27,32,32,42,30,57,22,75,75,77);
d[4]=IloIntArray(env, n+1,70,28,77,99,5000000,90,74,64,65,94,34,74,52,55,50,42,63,40,61,23,27);
d[5]=IloIntArray(env, n+1,20,90,12,17,24,5000000,92,33,42,19,49,32,25,33,30,98,85,38,54,54,90);
d[6]=IloIntArray(env, n+1,68,24,88,40,87,87,5000000,77,18,33,59,96,51,21,41,30,91,43,85,84,57);
d[7]=IloIntArray(env, n+1,78,81,65,48,65,47,85,5000000,15,26,55,45,84,87,26,17,32,42,19,28,18);
d[8]=IloIntArray(env, n+1,98,60,39,30,20,19,90,11,5000000,60,65,30,93,10,20,82,67,68,24,20,62);
d[9]=IloIntArray(env, n+1,57,46,20,25,12,90,89,42,16,5000000,85,40,15,86,17,73,53,85,65,26,59);
d[10]=IloIntArray(env, n+1,70,58,49,26,52,49,64,85,18,31,5000000,48,50,90,94,32,24,39,37,49,34);
d[11]=IloIntArray(env, n+1,36,90,18,10,48,82,48,62,87,22,96,5000000,52,19,64,13,92,88,15,16,85);
d[12]=IloIntArray(env, n+1,36,50,23,17,70,26,70,49,73,35,73,96,5000000,87,81,49,17,22,98,70,58);
d[13]=IloIntArray(env, n+1,75,27,32,25,77,54,88,72,96,40,33,34,60,5000000,59,95,28,86,35,83,68);
d[14]=IloIntArray(env, n+1,91,47,94,64,68,33,42,74,72,98,61,94,65,83,5000000,57,63,70,87,31,55);
d[15]=IloIntArray(env, n+1,62,63,45,91,84,38,90,33,24,10,30,97,78,77,71,5000000,96,26,22,22,33);
d[16]=IloIntArray(env, n+1,49,82,52,42,52,34,67,59,70,29,92,57,56,50,79,63,5000000,73,43,20,56);
d[17]=IloIntArray(env, n+1,55,55,29,43,10,50,90,44,52,68,71,55,79,70,63,10,56,5000000,20,41,46);
d[18]=IloIntArray(env, n+1,89,21,36,27,47,83,91,83,12,85,85,76,82,17,51,67,82,32,5000000,78,63);
d[19]=IloIntArray(env, n+1,12,63,99,77,30,14,45,58,34,12,27,64,96,54,88,14,37,64,81,5000000,41);
d[20]=IloIntArray(env, n+1,82,32,18,83,98,98,15,56,91,32,30,76,58,66,90,89,10,84,85,59,5000000);
q=IloIntArray(env, n+1,0,93,15,99,26,55,90,67,52,24,80,42,76,71,56,64,14,68,24,70,93);
C=IloIntArray(env, m,286,271,299,317,279,331,274,291,290,319);
