n=20;
m=10;
d=IloIntArray2(env, n+1);
q=IloIntArray(env);
C=IloIntArray(env);
d[0]=IloIntArray(env, n+1,5000000,19,64,91,83,93,98,85,93,61,61,92,51,98,37,80,84,43,62,79,57);
d[1]=IloIntArray(env, n+1,93,5000000,36,69,15,12,63,10,23,24,72,42,96,90,33,81,46,62,24,34,46);
d[2]=IloIntArray(env, n+1,51,38,5000000,31,54,57,26,16,54,81,36,14,85,80,26,61,59,32,92,66,43);
d[3]=IloIntArray(env, n+1,35,25,16,5000000,63,65,41,67,93,10,44,64,76,52,33,21,34,60,51,25,54);
d[4]=IloIntArray(env, n+1,12,49,56,50,5000000,93,32,62,61,57,58,80,82,68,88,15,10,53,93,32,49);
d[5]=IloIntArray(env, n+1,80,80,76,97,81,5000000,83,24,70,20,51,25,55,76,95,99,53,90,14,54,81);
d[6]=IloIntArray(env, n+1,13,23,55,90,74,80,5000000,27,52,10,84,85,34,38,42,99,43,44,41,51,27);
d[7]=IloIntArray(env, n+1,16,26,21,64,37,84,61,5000000,47,23,69,57,56,92,45,81,70,93,56,86,76);
d[8]=IloIntArray(env, n+1,60,61,99,71,90,34,74,14,5000000,34,87,25,91,63,15,55,45,72,24,88,58);
d[9]=IloIntArray(env, n+1,32,75,71,51,18,63,82,31,23,5000000,54,29,39,13,16,37,11,56,96,37,98);
d[10]=IloIntArray(env, n+1,80,67,95,56,74,91,95,30,94,63,5000000,79,83,93,88,16,29,46,62,84,63);
d[11]=IloIntArray(env, n+1,58,77,58,34,62,98,75,40,87,44,61,5000000,16,45,74,22,31,39,99,80,39);
d[12]=IloIntArray(env, n+1,33,60,22,76,15,10,71,71,54,12,99,71,5000000,62,83,39,81,82,72,11,28);
d[13]=IloIntArray(env, n+1,85,43,22,88,30,82,86,70,41,82,57,32,96,5000000,39,40,96,25,13,41,70);
d[14]=IloIntArray(env, n+1,85,99,10,93,53,85,33,39,84,11,27,98,88,79,5000000,26,34,80,63,85,10);
d[15]=IloIntArray(env, n+1,31,40,94,52,35,88,88,69,41,59,14,27,84,75,14,5000000,92,68,28,18,25);
d[16]=IloIntArray(env, n+1,46,16,65,86,30,31,26,24,99,53,86,57,65,96,43,14,5000000,20,57,61,67);
d[17]=IloIntArray(env, n+1,38,86,31,27,37,31,97,30,90,75,31,62,17,76,56,71,42,5000000,53,80,31);
d[18]=IloIntArray(env, n+1,44,13,84,72,26,38,43,97,77,17,65,66,60,77,34,18,73,46,5000000,19,62);
d[19]=IloIntArray(env, n+1,31,83,85,24,35,80,42,44,12,68,98,13,44,96,18,22,74,25,63,5000000,72);
d[20]=IloIntArray(env, n+1,60,62,70,82,47,62,42,93,57,70,43,58,88,91,92,56,67,56,50,13,5000000);
q=IloIntArray(env, n+1,0,79,47,57,20,16,78,45,52,17,86,47,62,56,96,42,94,49,81,15,19);
C=IloIntArray(env, m,298,270,286,270,304,291,270,317,286,286);
